omega,A_tipA,A_xr,tipA_Re_0,tipA_Im_0,tipA_Re_1,tipA_Im_1,tipA_Re_2,tipA_Im_2,tipA_Re_3,tipA_Im_3,tipA_Re_4,tipA_Im_4,tipA_Re_5,tipA_Im_5,tipA_Re_6,tipA_Im_6,tipA_Re_7,tipA_Im_7,tipA_Re_8,tipA_Im_8,tipA_Re_9,tipA_Im_9,tipA_Re_10,tipA_Im_10,tipA_Re_11,tipA_Im_11,tipA_Re_12,tipA_Im_12,tipA_Re_13,tipA_Im_13,tipA_Re_14,tipA_Im_14,tipA_Re_15,tipA_Im_15,tipA_Re_16,tipA_Im_16,tipA_Re_17,tipA_Im_17,tipA_Re_18,tipA_Im_18,tipA_Re_19,tipA_Im_19,tipA_Re_20,tipA_Im_20,xr_Re_0,xr_Im_0,xr_Re_1,xr_Im_1,xr_Re_2,xr_Im_2,xr_Re_3,xr_Im_3,xr_Re_4,xr_Im_4,xr_Re_5,xr_Im_5,xr_Re_6,xr_Im_6,xr_Re_7,xr_Im_7,xr_Re_8,xr_Im_8,xr_Re_9,xr_Im_9,xr_Re_10,xr_Im_10,xr_Re_11,xr_Im_11,xr_Re_12,xr_Im_12,xr_Re_13,xr_Im_13,xr_Re_14,xr_Im_14,xr_Re_15,xr_Im_15,xr_Re_16,xr_Im_16,xr_Re_17,xr_Im_17,xr_Re_18,xr_Im_18,xr_Re_19,xr_Im_19,xr_Re_20,xr_Im_20
6.277391318171670719e+04,3.598058093782562994e-04,2.088374753806676576e-04,-2.032229759247839570e-06,0.000000000000000000e+00,2.281265897755440326e-05,-1.753579272127617922e-04,7.816207083588812897e-09,7.047318657332264611e-09,7.528764635111160750e-06,3.822217586271191642e-06,7.251686868770731155e-09,-2.731038062276627024e-09,1.227278198758005116e-06,7.432701703197157018e-07,4.740715112374789295e-09,-5.593671382088392948e-09,2.948172115431606020e-07,3.812364997655960732e-07,2.084598148740621082e-09,-1.361237466919648061e-08,1.775800707348162176e-07,1.149569147250276788e-07,-1.162833007801458584e-08,-1.533710885401361872e-08,6.746833099430422157e-08,-7.183655561376591359e-12,-1.476595128714638822e-08,-5.244275362583494763e-09,1.276760033925104245e-08,2.561525427050837613e-10,-8.548034315805983066e-09,-1.713648890869682217e-08,8.947778036415503646e-09,3.587372025700097148e-09,-3.865416627925008332e-08,-9.656097679338580370e-08,-9.863136004415146714e-10,-4.874623634070272180e-09,5.285762274690137208e-08,-5.785958430879656434e-08,-1.825296964662324275e-08,6.342404363440205623e-09,1.626067981611749892e-09,-1.756184704648619341e-08,-4.064459518495678293e-06,0.000000000000000000e+00,7.928512272608168163e-05,-8.735574026728787768e-05,1.563241416717763572e-08,1.409463731466451930e-08,1.505752927022249768e-05,7.644435172542134255e-06,1.450337373754146066e-08,-5.462076124553254875e-09,2.454556397516010232e-06,1.486540340639431404e-06,9.481430224749581898e-09,-1.118734276417677762e-08,5.896344230863203569e-07,7.624729995311916169e-07,4.169196297481246300e-09,-2.722474933839295791e-08,3.551601414696322234e-07,2.299138294500553576e-07,-2.325666015602917168e-08,-3.067421770802723743e-08,1.349366619886084167e-07,-1.436731112274111105e-11,-2.953190257429277643e-08,-1.048855072516698291e-08,2.553520067850207828e-08,5.123050854101776555e-10,-1.709606863161195951e-08,-3.427297781739364434e-08,1.789555607283101060e-08,7.174744051400196777e-09,-7.730833255850014017e-08,-1.931219535867716339e-07,-1.972627200883028102e-09,-9.749247268140541051e-09,1.057152454938027574e-07,-1.157191686175931287e-07,-3.650593929324647227e-08,1.268480872688040463e-08,3.252135963223502680e-09,-3.512369409297239344e-08
6.273600018279530923e+04,3.634917599210840330e-04,2.086302884595766052e-04,-1.984421594880888208e-06,0.000000000000000000e+00,3.469909089287050841e-05,-1.758581996284278655e-04,8.169093369799076881e-09,6.329151674196754607e-09,6.855476037615344924e-06,4.481951729254518313e-06,7.236451131460707940e-09,-3.077296603844501255e-09,1.070884826268152844e-06,7.789335440078930688e-07,4.777278827703085111e-09,-5.267602723846269913e-09,2.150167811688312145e-07,3.801795476137741074e-07,3.837564269692515385e-09,-1.324749739996993116e-08,1.522524801048651140e-07,1.373904379319265978e-07,-9.894911648954319024e-09,-1.756646646378412174e-08,6.842732475468804415e-08,8.060876895970845243e-09,-1.557995681687388298e-08,-6.239051171862315174e-09,1.119367778022903080e-08,-8.593603497717482221e-10,-3.868464012249271150e-09,-1.400493226675030591e-08,6.291920571646684346e-09,4.895585970484947543e-09,-5.605911067205564833e-09,-9.750151906593706541e-08,9.618830516469838410e-11,-4.694049369784632178e-09,6.082419129635315821e-08,-3.458126200748864598e-08,-1.844828784831438865e-08,5.444221683601873482e-10,6.389083443880933372e-09,-1.459971588657445050e-08,-3.968843189761776417e-06,0.000000000000000000e+00,8.204971506442966533e-05,-8.432933389981899300e-05,1.633818673959816700e-08,1.265830334839349763e-08,1.371095207523079996e-05,8.963903458508938371e-06,1.447290226292141588e-08,-6.154593207689004164e-09,2.141769652536298913e-06,1.557867088015787832e-06,9.554557655406178494e-09,-1.053520544769257788e-08,4.300335623376617937e-07,7.603590952275477912e-07,7.675128539385032424e-09,-2.649499479993984909e-08,3.045049602097301750e-07,2.747808758638531956e-07,-1.978982329790865128e-08,-3.513293292756825672e-08,1.368546495093760883e-07,1.612175379194170041e-08,-3.115991363374776596e-08,-1.247810234372462373e-08,2.238735556045805829e-08,-1.718720699543485277e-09,-7.736928024498538991e-09,-2.800986453350060520e-08,1.258384114329336869e-08,9.791171940969895085e-09,-1.121182213441110651e-08,-1.950030381318740779e-07,1.923766103294000252e-10,-9.388098739569264357e-09,1.216483825927063164e-07,-6.916252401497727872e-08,-3.689657569662877729e-08,1.088844336720369527e-09,1.277816688776187336e-08,-2.919943177314890431e-08
6.269553266950749821e+04,3.653597462587901109e-04,2.083781764668120047e-04,-1.928724423395170548e-06,0.000000000000000000e+00,4.751155381148538582e-05,-1.745518643610590218e-04,8.572464266318854559e-09,5.592969392879170395e-09,6.104157442084753620e-06,5.012656352393503922e-06,7.268717793526905377e-09,-3.523528240124512756e-09,9.437241659922858134e-07,7.827835205371717607e-07,4.645284256660863632e-09,-5.041791197594391056e-09,1.462797247909854802e-07,3.615116090728749818e-07,5.431198924232025760e-09,-1.264632293464473602e-08,1.256935705117520172e-07,1.547480556307930506e-07,-8.001726057000448360e-09,-1.989133911137906027e-08,7.037498117096909103e-08,1.654043230122440105e-08,-1.750924018173613857e-08,-7.814986423635395402e-09,1.151370035942013234e-08,-3.091867471968836367e-09,-2.435772271480689419e-09,-9.101230305562179683e-09,3.849937625202105155e-09,4.875998202632012154e-09,2.052774073923265233e-08,-8.764043573177821866e-08,8.371008789422793175e-10,-4.334229018426119325e-09,5.978056222531442715e-08,-1.594320368516152427e-08,-1.709345041057551165e-08,-3.694473411457798352e-09,8.766001175271582095e-09,-1.112672484262549636e-08,-3.857448846790341096e-06,0.000000000000000000e+00,8.465178638257884601e-05,-8.117388730743532103e-05,1.714492853263771243e-08,1.118593878575833583e-08,1.220831488416939374e-05,1.002531270478708408e-05,1.453743558705381241e-08,-7.047056480249033784e-09,1.887448331984577556e-06,1.565567041074342886e-06,9.290568513321733881e-09,-1.008358239518878377e-08,2.925594495819710663e-07,7.230232181457497519e-07,1.086239784846405483e-08,-2.529264586928945220e-08,2.513871410235038755e-07,3.094961112615859953e-07,-1.600345211400089010e-08,-3.978267822275811393e-08,1.407499623419382085e-07,3.308086460244881534e-08,-3.501848036347227051e-08,-1.562997284727078750e-08,2.302740071884025806e-08,-6.183734943937661981e-09,-4.871544542961376357e-09,-1.820246061112435606e-08,7.699875250404211964e-09,9.751996405264027617e-09,4.105548147846534437e-08,-1.752808714635564638e-07,1.674201757884560083e-09,-8.668458036852238649e-09,1.195611244506288543e-07,-3.188640737032303531e-08,-3.418690082115102330e-08,-7.388946822915601666e-09,1.753200235054316750e-08,-2.225344968525099933e-08
6.265540333891768387e+04,3.648571479228900354e-04,2.081195037254503937e-04,-1.874974892395311360e-06,0.000000000000000000e+00,5.995798332032953532e-05,-1.712052499890393280e-04,8.974761828734621098e-09,4.890863811701656123e-09,5.311195703712014462e-06,5.368042701158147717e-06,7.327349139163734285e-09,-3.921208282127817629e-09,8.361759784137244905e-07,7.845828382318529022e-07,4.486846969815701281e-09,-4.962641321408489879e-09,9.730445775083687036e-08,3.310138160840352202e-07,6.504397437664626113e-09,-1.162514232382634916e-08,9.426247004607336278e-08,1.602345491332198699e-07,-4.945889849477755098e-09,-2.107738584575147016e-08,6.611940163694619441e-08,2.822620822587809164e-08,-1.748495967214229020e-08,-1.168598110897912676e-08,1.390924434458013393e-08,-2.090485742547500322e-09,-4.903655544112670026e-09,-7.976755311808215642e-09,2.789784824144691674e-09,4.018080149037936722e-09,3.386707310326780341e-08,-7.460910427100036633e-08,1.249195224113453789e-09,-3.945488160928237126e-09,5.503491593623207996e-08,-2.807440449272443484e-09,-1.550061290339701073e-08,-6.755171637872346104e-09,9.900173456304978262e-09,-8.428630128452529990e-09,-3.749949784790621872e-06,0.000000000000000000e+00,8.707297317283868305e-05,-7.781276807912668788e-05,1.794952365746921573e-08,9.781727623403342024e-09,1.062239140742403401e-05,1.073608540231630221e-05,1.465469827832745864e-08,-7.842416564255582318e-09,1.672351956827427382e-06,1.569165676463707710e-06,8.973693939631407525e-09,-9.925282642816981412e-09,1.946089155016729731e-07,6.620276321680694875e-07,1.300879487532926050e-08,-2.325028464765269500e-08,1.885249400921466991e-07,3.204690982664397927e-07,-9.891779698955505232e-09,-4.215477169150293370e-08,1.322388032738923624e-07,5.645241645175618328e-08,-3.496991934428458040e-08,-2.337196221795824360e-08,2.781848868916025794e-08,-4.180971485094990718e-09,-9.807311088225338398e-09,-1.595351062361642467e-08,5.579569648289383347e-09,8.036160298075875099e-09,6.773414620653558034e-08,-1.492182085420006533e-07,2.498390448226909645e-09,-7.890976321856470943e-09,1.100698318724641732e-07,-5.614880898544882833e-09,-3.100122580679402147e-08,-1.351034327574469552e-08,1.980034691260996314e-08,-1.685726025690506991e-08
6.261293818044830550e+04,3.622499251521619449e-04,2.078079280992214289e-04,-1.815399632012655260e-06,0.000000000000000000e+00,7.224862116553432297e-05,-1.657571878785860260e-04,9.398865680097541985e-09,4.175020805245491583e-09,4.498133686178562786e-06,5.570798864534310285e-06,7.417991526435260119e-09,-4.367956703266910189e-09,7.490202949641240033e-07,7.782983077155065454e-07,4.236550141944963029e-09,-5.060201693550959233e-09,6.608644186955942975e-08,2.933907463357452404e-07,7.031239083444613176e-09,-1.047108061979050210e-08,6.515972991488383869e-08,1.556591309360950995e-07,-1.824942600468057780e-09,-2.120407414282123245e-08,5.797745824601195542e-08,3.788879014299030715e-08,-1.584115981056645877e-08,-1.565009513184247324e-08,1.574303120205289099e-08,6.701610219748628837e-10,-7.625591853604414393e-09,-9.867916415613341018e-09,2.626129624979139945e-09,3.255762819628194809e-09,3.984181280952800916e-08,-6.532857414704524264e-08,1.413389394162309965e-09,-3.697220047243938210e-09,4.948265099370919719e-08,5.499268500964704055e-09,-1.410590204151709748e-08,-8.988545024553950725e-09,1.047593769522999083e-08,-6.400162048639224804e-09,-3.630799264025310096e-06,0.000000000000000000e+00,8.929655970307139967e-05,-7.432442611281792478e-05,1.879773136019509390e-08,8.350041610490976549e-09,8.996267372357244157e-06,1.114159772906859855e-05,1.483598305287052189e-08,-8.735913406533830305e-09,1.498040589928243348e-06,1.556596615431013091e-06,8.473100283889926058e-09,-1.012040338710189200e-08,1.321728837391189389e-07,5.867814926714902690e-07,1.406247816688923297e-08,-2.094216123958100420e-08,1.303194598297676509e-07,3.113182618721901990e-07,-3.649885200936109357e-09,-4.240814828564245828e-08,1.159549164920239108e-07,7.577758028598061431e-08,-3.168231962113291753e-08,-3.130019026368493987e-08,3.148606240410578199e-08,1.340322043949734866e-09,-1.525118370720882548e-08,-1.973583283122668204e-08,5.252259249958279890e-09,6.511525639256389618e-09,7.968362561905607125e-08,-1.306571482940904588e-07,2.826778788324620343e-09,-7.394440094487873939e-09,9.896530198741840761e-08,1.099853700192941142e-08,-2.821180408303419495e-08,-1.797709004910790807e-08,2.095187539045998497e-08,-1.280032409727845623e-08
6.256672569134537480e+04,3.572832854116110807e-04,2.074223493662886867e-04,-1.746517236222835288e-06,0.000000000000000000e+00,8.407947337897620128e-05,-1.580525825856851760e-04,9.843663699447073439e-09,3.427488495882601441e-09,3.683679299337787805e-06,5.623672926513852839e-06,7.539151697161009525e-09,-4.898769016094321369e-09,6.814320971498493577e-07,7.659225061737866533e-07,3.855129775626188994e-09,-5.376558094333565173e-09,5.219750823787208121e-08,2.512726457243416133e-07,6.928447794580868200e-09,-9.276635397780494621e-09,4.091512737889014266e-08,1.420619138142112086e-07,9.327430332037460764e-10,-2.027275380696616097e-08,4.733354989959136549e-08,4.385507935494028254e-08,-1.293148364538535584e-08,-1.883919728218106964e-08,1.630604220702862723e-08,4.156461472138841395e-09,-9.362755761578329856e-09,-1.371912296254574473e-08,2.936523070135726623e-09,2.769792195922388443e-09,4.209982710168143577e-08,-6.084224131696112897e-08,1.375868481017251805e-09,-3.590807138628451008e-09,4.389227746204329658e-08,9.979816268130957805e-09,-1.292621166749112601e-08,-1.047999252733831375e-08,1.056822503515012658e-08,-4.856484049943512056e-09,-3.493034472445669728e-06,0.000000000000000000e+00,9.129839830096259795e-05,-7.074915896203927456e-05,1.968732739889414688e-08,6.854976991765204536e-09,7.367358598675896636e-06,1.124734585302768874e-05,1.507830339432201905e-08,-9.797538032188649356e-09,1.362864194299707609e-06,1.531845012347574365e-06,7.710259551252384606e-09,-1.075311618866715847e-08,1.043950164757439904e-07,5.025452914486828031e-07,1.385689558916173805e-08,-1.855327079556097270e-08,8.183025475778023238e-08,2.841238276284224171e-07,1.865486066407496289e-09,-4.054550761393232194e-08,9.466709979918274421e-08,8.771015870988059156e-08,-2.586296729077070506e-08,-3.767839456436211943e-08,3.261208441405724123e-08,8.312922944277691063e-09,-1.872551152315665640e-08,-2.743824592509148285e-08,5.873046140271454073e-09,5.539584391844779367e-09,8.419965420336292448e-08,-1.216844826339222315e-07,2.751736962034504850e-09,-7.181614277256901189e-09,8.778455492408661962e-08,1.995963253626192223e-08,-2.585242333498225864e-08,-2.095998505467663412e-08,2.113645007030025317e-08,-9.712968099887029076e-09
6.251557004424528714e+04,3.495397847104115066e-04,2.069492931086543998e-04,-1.665650037645413607e-06,0.000000000000000000e+00,9.491176982382527796e-05,-1.480512005365871285e-04,1.029859244563420531e-08,2.640801941510742589e-09,2.890945288129925209e-06,5.528743068090424214e-06,7.692403693959531744e-09,-5.535802325852767965e-09,6.316438806903527659e-07,7.520186069443832966e-07,3.322191159629184319e-09,-5.979288105313185545e-09,5.589847029083971391e-08,2.081881477329622675e-07,6.074950221445388254e-09,-8.159926832098834433e-09,2.365649556288883897e-08,1.206397760661656164e-07,2.957553712924763585e-09,-1.829020026589628930e-08,3.545049063316966862e-08,4.528980562222077925e-08,-9.107524056923049309e-09,-2.070743687931752342e-08,1.540544712860221802e-08,7.639623819575002655e-09,-9.468255977600547584e-09,-1.873696952823675601e-08,3.451919241339277100e-09,2.604463331146137389e-09,4.399349337301575778e-08,-6.165558645604208887e-08,1.170792254608218788e-09,-3.653482490494912304e-09,3.917657188012456532e-08,1.156398233835152716e-08,-1.217610172047908313e-08,-1.140071711746738089e-08,1.036036501084879006e-08,-3.796377497939924990e-09,-3.331300075290827213e-06,0.000000000000000000e+00,9.305533595714859821e-05,-6.712576460174780651e-05,2.059718489126846355e-08,5.281603883021442992e-09,5.781890576259662376e-06,1.105748613618082302e-05,1.538480738791906349e-08,-1.107160465170553924e-08,1.263287761380705532e-06,1.504037213888766593e-06,6.644382319258374429e-09,-1.195857621062637771e-08,1.117969405816797190e-07,4.163762954659245880e-07,1.214990044289078147e-08,-1.631985366419766225e-08,4.731299112577763823e-08,2.412795521323312857e-07,5.915107425849530479e-09,-3.658040053179259844e-08,7.090098126633933723e-08,9.057961124444155849e-08,-1.821504811384609862e-08,-4.141487375863504022e-08,3.081089425720443604e-08,1.527924763915001524e-08,-1.893651195520109186e-08,-3.747393905647350540e-08,6.903838482678555028e-09,5.208926662292275606e-09,8.798698674603154203e-08,-1.233111729120841777e-07,2.341584509216439645e-09,-7.306964980989822126e-09,7.835314376024914388e-08,2.312796467670305762e-08,-2.435220344095816627e-08,-2.280143423493477170e-08,2.072073002169759004e-08,-7.592754995879854943e-09
6.245814297327995155e+04,3.388051643337502408e-04,2.064108385353976367e-04,-1.569999740031029900e-06,0.000000000000000000e+00,1.041039120184977671e-04,-1.359257770019817277e-04,1.074192637605940208e-08,1.814475444160397616e-09,2.143672659377636446e-06,5.290082621371843154e-06,7.872994901624621222e-09,-6.295797954983979789e-09,5.959122064852515193e-07,7.394435158101920447e-07,2.608247368178756775e-09,-6.938351153439157342e-09,7.651744586057400880e-08,1.672695776684807470e-07,4.311064659092501263e-09,-7.233694553179581225e-09,1.510602578021763951e-08,9.253020368190473834e-08,3.824537572247385866e-09,-1.520759685134095337e-08,2.353802086244939869e-08,4.143742381677642241e-08,-4.817655506772910085e-09,-2.060553554753208616e-08,1.299414549566338204e-08,1.031569422792508940e-08,-7.605965049875921277e-09,-2.370374094447183055e-08,3.903727469320365477e-09,2.643541510339955990e-09,4.762618107770458630e-08,-6.571650818484450021e-08,7.908661209725205511e-10,-3.817524722416158382e-09,3.491343160716016302e-08,1.082120028735533243e-08,-1.171485071015467077e-08,-1.158752022475377375e-08,9.692088762599023855e-09,-3.106636964811655484e-09,-3.139999480062059377e-06,0.000000000000000000e+00,9.453715437747326790e-05,-6.350300093347992876e-05,2.148385275211872807e-08,3.628950888320856443e-09,4.287345318755429593e-06,1.058016524274373374e-05,1.574598980324922590e-08,-1.259159590996790498e-08,1.191824412970506427e-06,1.478887031620384936e-06,5.216494736357523476e-09,-1.387670230687827333e-08,1.530348917211480705e-07,3.345391553369613351e-07,8.622129318185012453e-09,-1.446738910635917072e-08,3.021205156043525255e-08,1.850604073638095031e-07,7.649075144494773386e-09,-3.041519370268189350e-08,4.707604172489879077e-08,8.287484763355284481e-08,-9.635311013545818516e-09,-4.121107109506417232e-08,2.598829099132675415e-08,2.063138845585018541e-08,-1.521193009975183925e-08,-4.740748188894366109e-08,7.807454938640730953e-09,5.287083020679911152e-09,9.525236215540919906e-08,-1.314330163696889210e-07,1.581732241945043170e-09,-7.635049444832316763e-09,6.982686321432032604e-08,2.164240057471066816e-08,-2.342970142030933823e-08,-2.317504044950755081e-08,1.938417752519804771e-08,-6.213273929623315103e-09
6.239276899520867300e+04,3.253208246193749361e-04,2.060863976230154783e-04,-1.455871316061184825e-06,0.000000000000000000e+00,1.110415717829304745e-04,-1.221056264989934549e-04,1.113951689004085198e-08,9.579301834121880575e-10,1.465866454494526724e-06,4.919462279320950249e-06,8.078750479334858395e-09,-7.202746027704465094e-09,5.709664527705454261e-07,7.299227043800442834e-07,1.661164580627736006e-09,-8.345255438359486751e-09,1.124539300094359138e-07,1.311348607554537941e-07,1.462627475327426382e-09,-6.607752741766213685e-09,1.620372086364893529e-08,5.954010874606199150e-08,3.139285724715314320e-09,-1.106487248481157019e-08,1.295675102510255909e-08,3.233972747894171660e-08,-6.983163083707689625e-10,-1.815274439685170269e-08,9.469238299455391050e-09,1.155839646849596676e-08,-4.159264601682859443e-09,-2.748045479350400634e-08,4.152968991925394635e-09,2.676214081720209541e-09,5.315308101606688713e-08,-7.050050225917670014e-08,1.809517712584000054e-10,-3.993621745544091620e-09,3.078275941251921098e-08,7.872354497190563561e-09,-1.155012270735770564e-08,-1.070325913498946015e-08,8.430701828966226002e-09,-2.831068296805062139e-09,-2.911742632122369226e-06,0.000000000000000000e+00,9.571275639858927906e-05,-5.995382285783165037e-05,2.227903378008171720e-08,1.915860366824369084e-09,2.931732908989053448e-06,9.838924558641902191e-06,1.615750095866970355e-08,-1.440549205540891861e-08,1.141932905541090852e-06,1.459845408760088779e-06,3.322329161255478629e-09,-1.669051087671897350e-08,2.249078600188720658e-07,2.622697215109075353e-07,2.925254950654857727e-09,-1.321550548353242406e-08,3.240744172729783087e-08,1.190802174921239830e-07,6.278571449430633603e-09,-2.212974496962315031e-08,2.591350205020512149e-08,6.467945495788343319e-08,-1.396632616741538339e-09,-3.630548879370340537e-08,1.893847659891077879e-08,2.311679293699194345e-08,-8.318529203365713923e-09,-5.496090958700799945e-08,8.305937983850790924e-09,5.352428163440419081e-09,1.063061620321337610e-07,-1.410010045183533738e-07,3.619035425168020271e-10,-7.987243491088183240e-09,6.156551882503843519e-08,1.574470899438113043e-08,-2.310024541471541127e-08,-2.140651826997893354e-08,1.686140365793245531e-08,-5.662136593610128413e-09
6.231841692457235331e+04,3.096263602235937583e-04,2.057485334295143823e-04,-1.321468245242354417e-06,0.000000000000000000e+00,1.152309767249733814e-04,-1.074416728289857126e-04,1.143318065154051409e-08,1.053225821153826826e-10,8.846858992553166572e-07,4.439144098250000154e-06,8.300331613642434773e-09,-8.247905954508051060e-09,5.506115945170188429e-07,7.243786415073687374e-07,4.754387973809797045e-10,-1.027639297262367185e-08,1.602175495319598429e-07,1.038219923534789842e-07,-2.609122066463458051e-09,-6.493316348605929916e-09,2.785241081283617099e-08,2.453024369903714709e-08,3.492994278430448870e-10,-6.022311513371349086e-09,5.317043811685509837e-09,1.823752988101637199e-08,2.333019730219484632e-09,-1.283258626329850607e-08,5.268757749520803123e-09,1.073387220605039372e-08,3.357224966090106902e-10,-2.844598485002573000e-08,4.058283528428170285e-09,2.523936081560589740e-09,5.929129488357360358e-08,-7.248867583254822767e-08,-7.042264860205930312e-10,-4.044292148298085157e-09,2.648921082839425254e-08,2.851427317883241503e-09,-1.168135625022844818e-08,-8.243216234717413053e-09,6.452449677268861589e-09,-2.998252515701354651e-09,-2.642936490484708410e-06,0.000000000000000000e+00,9.656313579256216209e-05,-5.655578250246444605e-05,2.286636130308109436e-08,2.106451642307160962e-10,1.769371798510545011e-06,8.878288196499937627e-06,1.660066322728486293e-08,-1.649581190901606242e-08,1.101223189034037686e-06,1.448757283014737475e-06,9.508775947619654062e-10,-2.055278594524734701e-08,3.204350990639199505e-07,2.076439847069578891e-07,-5.218244132926911138e-09,-1.298663269721185818e-08,5.570482162567230890e-08,4.906048739807430080e-08,6.985988556860927725e-10,-1.204462302674269486e-08,1.063408762337102960e-08,3.647505976203275722e-08,4.666039460438969264e-09,-2.566517252659700553e-08,1.053751549904160294e-08,2.146774441210079737e-08,6.714449932180244824e-10,-5.689196970005145338e-08,8.116567056856340570e-09,5.047872163121180307e-09,1.185825897671472601e-07,-1.449773516650964024e-07,-1.408452972041183581e-09,-8.088584296596171968e-09,5.297842165678851170e-08,5.702854635766484661e-09,-2.336271250045689635e-08,-1.648643246943483272e-08,1.290489935453772649e-08,-5.996505031402713438e-09
6.223655883819364681e+04,2.928107464492252492e-04,2.053266040849017625e-04,-1.172333905775498309e-06,0.000000000000000000e+00,1.166031802971455485e-04,-9.323556126192053648e-05,1.153685972584139625e-08,-6.840861622331453090e-10,4.294446949168372436e-07,3.883337990446273395e-06,8.479904066867042040e-09,-9.292619549268402974e-09,5.196808320837598118e-07,7.177684536260047298e-07,-7.141115318428864605e-10,-1.257865234541641243e-08,2.085046251805239394e-07,9.262825460453809062e-08,-7.489963685692694931e-09,-7.379689616692537081e-09,5.021712140278079719e-08,-4.988466022165743195e-09,-5.243640949208973169e-09,-1.227134273398883356e-09,4.096513847141341494e-09,5.752221392475188887e-10,1.774899726268793376e-09,-4.406864301488611545e-09,1.512742014234385687e-09,6.574538405451683786e-09,3.404660109660016755e-09,-2.256703359523720021e-08,3.282011290239775754e-09,1.845335777683486255e-09,5.729778607326549706e-08,-6.433413961598484552e-08,-1.758178979166865370e-09,-3.577858725701659983e-09,2.101243658537804084e-08,-3.741716522964041238e-09,-1.181329816867820597e-08,-3.410118240204305158e-09,3.567948037211983842e-09,-3.621903784687414113e-09,-2.344667811550996194e-06,0.000000000000000000e+00,9.710272035455652889e-05,-5.331723848054481909e-05,2.307371945168277927e-08,-1.368172324466281519e-09,8.588893898336750166e-07,7.766675980892548485e-06,1.695980813373407084e-08,-1.858523909853675632e-08,1.039361664167519200e-06,1.435536907252009671e-06,-1.428223063685767337e-09,-2.515730469083282486e-08,4.170092503610481965e-07,1.852565092090761283e-07,-1.497992737138538324e-08,-1.475937923338506920e-08,1.004342428055615547e-07,-9.976932044331478118e-09,-1.048728189841794468e-08,-2.454268546797766297e-09,8.193027694282687952e-09,1.150444278495042534e-09,3.549799452537586338e-09,-8.813728602977218127e-09,3.025484028468766824e-09,1.314907681090337584e-08,6.809320219320039300e-09,-4.513406719047439381e-08,6.564022580479551507e-09,3.690671555366972511e-09,1.145955721465309941e-07,-1.286682792319696381e-07,-3.516357958333727431e-09,-7.155717451403319965e-09,4.202487317075608829e-08,-7.483433045928079168e-09,-2.362659633735641193e-08,-6.820236480408617760e-09,7.135896074423970165e-09,-7.243807569374832363e-09
6.215706007516210957e+04,2.773536148096642645e-04,2.045003771872862708e-04,-1.039135651978789531e-06,0.000000000000000000e+00,1.158731054031260669e-04,-8.122430814375377933e-05,1.136288636903017168e-08,-1.385303555440387835e-09,1.494805554754293370e-07,3.292843142047622792e-06,8.268314726614750664e-09,-9.753017908208846561e-09,4.397352224569256479e-07,6.722900980887332441e-07,-9.173962562024756841e-10,-1.369968442750725656e-08,2.122409640366828028e-07,1.044235845650386812e-07,-9.496021166821692595e-09,-9.563922533794156799e-09,6.953343477927114928e-08,-4.688218113267278453e-09,-1.107907303025386580e-08,-2.226571771776050992e-09,1.550204364719902446e-08,-7.847234825198329672e-09,-7.649756915634808045e-09,-1.461904033056225000e-10,3.822997345650258874e-09,-7.368506043722695910e-10,-9.085543719487183656e-09,-8.442129212181492080e-09,1.893177275161241315e-09,-4.887939716553930590e-10,1.546798842758839204e-08,-5.180107112072835497e-08,-2.610196225006709240e-09,-1.447940753918238444e-09,1.124021319071377947e-08,-9.817803783973757089e-09,-9.921719355642301673e-09,2.919295819772544803e-09,6.049621477639329121e-10,-3.925479750576570009e-09,-2.078271303957578638e-06,0.000000000000000000e+00,9.738315812244944581e-05,-4.991194742708675904e-05,2.272577273806034004e-08,-2.770607110880770707e-09,2.989611109508784733e-07,6.585686284095271843e-06,1.653662945322950464e-08,-1.950603581641770305e-08,8.794704449138512958e-07,1.344580196177466277e-06,-1.834792512404943510e-09,-2.739936885501451312e-08,4.244819280733653409e-07,2.088471691300772035e-07,-1.899204233364339181e-08,-1.912784506758832352e-08,1.390668695585422986e-07,-9.376436226534561870e-09,-2.215814606050772167e-08,-4.453143543552099501e-09,3.100408729439805555e-08,-1.569446965039665603e-08,-1.529951383126961940e-08,-2.923808066112384859e-10,7.645994691300514439e-09,-1.473701208744531117e-09,-1.817108743897435739e-08,-1.688425842436297423e-08,3.786354550322482630e-09,-9.775879433107863248e-10,3.093597685517675760e-08,-1.036021422414566702e-07,-5.220392450013416826e-09,-2.895881507836477301e-09,2.248042638142756556e-08,-1.963560756794751087e-08,-1.984343871128460335e-08,5.838591639545082161e-09,1.209924295527868099e-09,-7.850959501153144981e-09
